Date,Description,Type,Category,Amount,Balance
2023-10-02,Fuel,Debit,Fuel,-4956.0,-921576.37
2023-10-02,Fuel,Debit,Fuel,-5936.0,-927512.37
2023-10-02,Medical,Debit,Medical,-378.0,-927890.37
2023-10-03,Rent,Debit,Rent,-1427.0,-929317.37
2023-10-03,Groceries,Debit,Groceries,-5090.0,-934407.37
2023-10-03,Fuel,Debit,Fuel,-3419.0,-937826.37
2023-10-04,Shopping,Debit,Shopping,-2759.0,-940585.37
2023-10-04,Shopping,Debit,Shopping,-6046.0,-946631.37
2023-10-05,Dining,Debit,Dining,-233.0,-946864.37
2023-10-06,Rent,Debit,Rent,-775.0,-947639.37
2023-10-07,Utilities,Debit,Utilities,-4116.0,-951755.37
2023-10-07,Fuel,Debit,Fuel,-5024.0,-956779.37
2023-10-08,Groceries,Debit,Groceries,-2089.0,-958868.37
2023-10-09,Utilities,Debit,Utilities,-323.0,-959191.37
2023-10-09,Medical,Debit,Medical,-4026.0,-963217.37
2023-10-10,Dining,Debit,Dining,-2182.0,-965399.37
2023-10-10,Medical,Debit,Medical,-2261.0,-967660.37
2023-10-13,Shopping,Debit,Shopping,-5951.0,-973611.37
2023-10-13,Rent,Debit,Rent,-2868.0,-976479.37
2023-10-14,Medical,Debit,Medical,-5809.0,-982288.37
2023-10-14,Fuel,Debit,Fuel,-1251.0,-983539.37
2023-10-16,Groceries,Debit,Groceries,-337.0,-983876.37
2023-10-16,Groceries,Debit,Groceries,-5615.0,-989491.37
2023-10-16,Dining,Debit,Dining,-2122.0,-991613.37
2023-10-18,Fuel,Debit,Fuel,-6451.0,-998064.37
2023-10-18,Fuel,Debit,Fuel,-3166.0,-1001230.37
2023-10-20,Travel,Debit,Travel,-5496.0,-1006726.37
2023-10-20,Dining,Debit,Dining,-6999.0,-1013725.37
2023-10-20,Travel,Debit,Travel,-3876.0,-1017601.37
2023-10-21,Utilities,Debit,Utilities,-1405.0,-1019006.37
2023-10-21,Rent,Debit,Rent,-3686.0,-1022692.37
2023-10-22,Rent,Debit,Rent,-3940.0,-1026632.37
2023-10-23,Dining,Debit,Dining,-679.0,-1027311.37
2023-10-23,Medical,Debit,Medical,-5969.0,-1033280.37
2023-10-27,Utilities,Debit,Utilities,-2884.0,-1036164.37
2023-10-28,Rent,Debit,Rent,-4252.0,-1040416.37
2023-10-28,Medical,Debit,Medical,-1422.0,-1041838.37
2023-10-30,Fuel,Debit,Fuel,-2430.0,-1044268.37
2023-10-30,Medical,Debit,Medical,-6407.0,-1050675.37
2023-11-01,Salary,Credit,Income,81444.73,-969230.64
2023-11-01,Dining,Debit,Dining,-3921.0,-973151.64
2023-11-01,Shopping,Debit,Shopping,-771.0,-973922.64
2023-11-01,Travel,Debit,Travel,-2979.0,-976901.64
2023-11-02,Rent,Debit,Rent,-5108.0,-982009.64
2023-11-02,Travel,Debit,Travel,-6066.0,-988075.64
2023-11-02,Medical,Debit,Medical,-593.0,-988668.64
2023-11-03,Fuel,Debit,Fuel,-1080.0,-989748.64
2023-11-03,Rent,Debit,Rent,-1152.0,-990900.64
2023-11-05,Shopping,Debit,Shopping,-4552.0,-995452.64
2023-11-05,Travel,Debit,Travel,-5222.0,-1000674.64
2023-11-06,Groceries,Debit,Groceries,-568.0,-1001242.64
2023-11-07,Medical,Debit,Medical,-3375.0,-1004617.64
2023-11-08,Medical,Debit,Medical,-2787.0,-1007404.64
2023-11-10,Fuel,Debit,Fuel,-6170.0,-1013574.64
2023-11-12,Groceries,Debit,Groceries,-6399.0,-1019973.64
2023-11-13,Rent,Debit,Rent,-950.0,-1020923.64
2023-11-13,Groceries,Debit,Groceries,-6820.0,-1027743.64
2023-11-13,Utilities,Debit,Utilities,-6073.0,-1033816.64
2023-11-14,Utilities,Debit,Utilities,-2644.0,-1036460.64
2023-11-14,Rent,Debit,Rent,-5499.0,-1041959.64
2023-11-15,Medical,Debit,Medical,-2088.0,-1044047.64
2023-11-17,Travel,Debit,Travel,-4097.0,-1048144.64
2023-11-17,Utilities,Debit,Utilities,-4325.0,-1052469.64
2023-11-17,Shopping,Debit,Shopping,-6153.0,-1058622.64
2023-11-20,Utilities,Debit,Utilities,-6854.0,-1065476.64
2023-11-21,Groceries,Debit,Groceries,-5570.0,-1071046.64
2023-11-21,Shopping,Debit,Shopping,-554.0,-1071600.64
2023-11-22,Dining,Debit,Dining,-3641.0,-1075241.64
2023-11-23,Groceries,Debit,Groceries,-3980.0,-1079221.64
2023-11-23,Shopping,Debit,Shopping,-4021.0,-1083242.64
2023-11-24,Utilities,Debit,Utilities,-1477.0,-1084719.64
2023-11-25,Travel,Debit,Travel,-3377.0,-1088096.64
2023-11-25,Travel,Debit,Travel,-5791.0,-1093887.64
2023-11-26,Shopping,Debit,Shopping,-1520.0,-1095407.64
2023-11-26,Travel,Debit,Travel,-1694.0,-1097101.64
2023-11-26,Rent,Debit,Rent,-3761.0,-1100862.64
2023-11-27,Medical,Debit,Medical,-3734.0,-1104596.64
2023-11-27,Rent,Debit,Rent,-1954.0,-1106550.64
2023-11-27,Shopping,Debit,Shopping,-1502.0,-1108052.64
2023-11-28,Dining,Debit,Dining,-2427.0,-1110479.64
2023-11-28,Shopping,Debit,Shopping,-1607.0,-1112086.64
2023-11-29,Rent,Debit,Rent,-4310.0,-1116396.64
2023-11-30,Travel,Debit,Travel,-5678.0,-1122074.64
2023-11-30,Fuel,Debit,Fuel,-4545.0,-1126619.64
2023-11-30,Dining,Debit,Dining,-2454.0,-1129073.64
2023-12-01,Salary,Credit,Income,85516.97,-1043556.67
2023-12-01,Rent,Debit,Rent,-2425.0,-1045981.67
2023-12-02,Shopping,Debit,Shopping,-1774.0,-1047755.67
2023-12-03,Rent,Debit,Rent,-833.0,-1048588.67
2023-12-04,Fuel,Debit,Fuel,-2668.0,-1051256.67
2023-12-04,Shopping,Debit,Shopping,-5112.0,-1056368.67
2023-12-04,Travel,Debit,Travel,-693.0,-1057061.67
2023-12-05,Dining,Debit,Dining,-412.0,-1057473.67
2023-12-05,Groceries,Debit,Groceries,-3103.0,-1060576.67
2023-12-06,Utilities,Debit,Utilities,-1900.0,-1062476.67
2023-12-07,Dining,Debit,Dining,-5749.0,-1068225.67
2023-12-07,Medical,Debit,Medical,-905.0,-1069130.67
2023-12-09,Shopping,Debit,Shopping,-2519.0,-1071649.67
2023-12-12,Utilities,Debit,Utilities,-546.0,-1072195.67
2023-12-12,Dining,Debit,Dining,-6047.0,-1078242.67
2023-12-12,Travel,Debit,Travel,-2035.0,-1080277.67
2023-12-13,Rent,Debit,Rent,-5259.0,-1085536.67
2023-12-13,Medical,Debit,Medical,-1705.0,-1087241.67
2023-12-13,Dining,Debit,Dining,-4567.0,-1091808.67
2023-12-14,Travel,Debit,Travel,-4788.0,-1096596.67
2023-12-14,Fuel,Debit,Fuel,-4381.0,-1100977.67
2023-12-15,Fuel,Debit,Fuel,-4585.0,-1105562.67
2023-12-15,Travel,Debit,Travel,-1450.0,-1107012.67
2023-12-15,Utilities,Debit,Utilities,-4586.0,-1111598.67
2023-12-17,Utilities,Debit,Utilities,-878.0,-1112476.67
2023-12-19,Fuel,Debit,Fuel,-5318.0,-1117794.67
2023-12-19,Travel,Debit,Travel,-1969.0,-1119763.67
2023-12-20,Fuel,Debit,Fuel,-1621.0,-1121384.67
2023-12-20,Dining,Debit,Dining,-3936.0,-1125320.67
2023-12-22,Travel,Debit,Travel,-3562.0,-1128882.67
2023-12-22,Travel,Debit,Travel,-5312.0,-1134194.67
2023-12-22,Groceries,Debit,Groceries,-2199.0,-1136393.67
2023-12-24,Rent,Debit,Rent,-3572.0,-1139965.67
2023-12-26,Dining,Debit,Dining,-3039.0,-1143004.67
2023-12-26,Dining,Debit,Dining,-2030.0,-1145034.67
2023-12-26,Dining,Debit,Dining,-3638.0,-1148672.67
2023-12-27,Groceries,Debit,Groceries,-6300.0,-1154972.67
2023-12-27,Medical,Debit,Medical,-1736.0,-1156708.67
2023-12-28,Fuel,Debit,Fuel,-2946.0,-1159654.67
2023-12-28,Rent,Debit,Rent,-1206.0,-1160860.67
2023-12-28,Groceries,Debit,Groceries,-600.0,-1161460.67
2023-12-29,Dining,Debit,Dining,-4602.0,-1166062.67
2023-12-29,Medical,Debit,Medical,-2736.0,-1168798.67
2023-12-30,Travel,Debit,Travel,-4114.0,-1172912.67
2023-12-30,Medical,Debit,Medical,-5679.0,-1178591.67
2023-12-30,Dining,Debit,Dining,-143.0,-1178734.67
2023-12-31,Medical,Debit,Medical,-6522.0,-1185256.67
2023-12-31,Shopping,Debit,Shopping,-2494.0,-1187750.67
2024-01-01,Salary,Credit,Income,89792.82,-1097957.86
2024-01-01,Rent,Debit,Rent,-2902.0,-1100859.86
2024-01-01,Medical,Debit,Medical,-2497.0,-1103356.86
2024-01-02,Fuel,Debit,Fuel,-5796.0,-1109152.86
2024-01-03,Shopping,Debit,Shopping,-3531.0,-1112683.86
2024-01-03,Fuel,Debit,Fuel,-2798.0,-1115481.86
2024-01-04,Travel,Debit,Travel,-1422.0,-1116903.86
2024-01-04,Dining,Debit,Dining,-5386.0,-1122289.86
2024-01-04,Travel,Debit,Travel,-669.0,-1122958.86
2024-01-05,Rent,Debit,Rent,-1291.0,-1124249.86
2024-01-05,Medical,Debit,Medical,-6078.0,-1130327.86
2024-01-07,Medical,Debit,Medical,-5899.0,-1136226.86
2024-01-07,Groceries,Debit,Groceries,-6252.0,-1142478.86
2024-01-07,Rent,Debit,Rent,-4380.0,-1146858.86
2024-01-08,Groceries,Debit,Groceries,-5946.0,-1152804.86
2024-01-08,Shopping,Debit,Shopping,-3234.0,-1156038.86
2024-01-09,Fuel,Debit,Fuel,-2792.0,-1158830.86
2024-01-09,Shopping,Debit,Shopping,-472.0,-1159302.86
2024-01-10,Travel,Debit,Travel,-6768.0,-1166070.86
2024-01-11,Fuel,Debit,Fuel,-5493.0,-1171563.86
2024-01-11,Dining,Debit,Dining,-1292.0,-1172855.86
2024-01-12,Rent,Debit,Rent,-572.0,-1173427.86
2024-01-14,Fuel,Debit,Fuel,-711.0,-1174138.86
2024-01-14,Medical,Debit,Medical,-3504.0,-1177642.86
2024-01-15,Shopping,Debit,Shopping,-1592.0,-1179234.86
2024-01-15,Travel,Debit,Travel,-2764.0,-1181998.86
2024-01-15,Fuel,Debit,Fuel,-2437.0,-1184435.86
2024-01-16,Travel,Debit,Travel,-6582.0,-1191017.86
2024-01-16,Shopping,Debit,Shopping,-6719.0,-1197736.86
2024-01-16,Fuel,Debit,Fuel,-2658.0,-1200394.86
2024-01-17,Travel,Debit,Travel,-3966.0,-1204360.86
2024-01-17,Groceries,Debit,Groceries,-2188.0,-1206548.86
2024-01-18,Rent,Debit,Rent,-5758.0,-1212306.86
2024-01-18,Utilities,Debit,Utilities,-6809.0,-1219115.86
2024-01-18,Dining,Debit,Dining,-3381.0,-1222496.86
2024-01-19,Dining,Debit,Dining,-1501.0,-1223997.86
2024-01-19,Travel,Debit,Travel,-1710.0,-1225707.86
2024-01-20,Rent,Debit,Rent,-4277.0,-1229984.86
2024-01-20,Shopping,Debit,Shopping,-3225.0,-1233209.86
2024-01-21,Rent,Debit,Rent,-5812.0,-1239021.86
2024-01-21,Groceries,Debit,Groceries,-5836.0,-1244857.86
2024-01-22,Utilities,Debit,Utilities,-3605.0,-1248462.86
2024-01-22,Travel,Debit,Travel,-6981.0,-1255443.86
2024-01-23,Medical,Debit,Medical,-5288.0,-1260731.86
2024-01-24,Utilities,Debit,Utilities,-6281.0,-1267012.86
2024-01-25,Dining,Debit,Dining,-2589.0,-1269601.86
2024-01-25,Rent,Debit,Rent,-3910.0,-1273511.86
2024-01-25,Medical,Debit,Medical,-5139.0,-1278650.86
2024-01-26,Groceries,Debit,Groceries,-3252.0,-1281902.86
2024-01-26,Dining,Debit,Dining,-510.0,-1282412.86
2024-01-26,Groceries,Debit,Groceries,-1259.0,-1283671.86
2024-01-27,Shopping,Debit,Shopping,-3960.0,-1287631.86
2024-01-27,Shopping,Debit,Shopping,-2052.0,-1289683.86
2024-01-27,Travel,Debit,Travel,-6433.0,-1296116.86
2024-01-28,Medical,Debit,Medical,-670.0,-1296786.86
2024-01-28,Shopping,Debit,Shopping,-5982.0,-1302768.86
2024-01-29,Dining,Debit,Dining,-3330.0,-1306098.86
2024-01-29,Shopping,Debit,Shopping,-6330.0,-1312428.86
2024-01-31,Groceries,Debit,Groceries,-4066.0,-1316494.86
2024-01-31,Fuel,Debit,Fuel,-678.0,-1317172.86
2024-02-01,Salary,Credit,Income,94282.46,-1222890.4
2024-02-01,Medical,Debit,Medical,-3268.0,-1226158.4
2024-02-01,Rent,Debit,Rent,-6314.0,-1232472.4
2024-02-01,Medical,Debit,Medical,-6772.0,-1239244.4
2024-02-03,Utilities,Debit,Utilities,-4043.0,-1243287.4
2024-02-03,Dining,Debit,Dining,-6278.0,-1249565.4
2024-02-03,Shopping,Debit,Shopping,-1012.0,-1250577.4
2024-02-04,Medical,Debit,Medical,-1747.0,-1252324.4
2024-02-04,Utilities,Debit,Utilities,-1045.0,-1253369.4
2024-02-06,Travel,Debit,Travel,-5495.0,-1258864.4
2024-02-06,Fuel,Debit,Fuel,-3478.0,-1262342.4
2024-02-08,Shopping,Debit,Shopping,-3172.0,-1265514.4
2024-02-10,Groceries,Debit,Groceries,-6866.0,-1272380.4
2024-02-11,Utilities,Debit,Utilities,-6838.0,-1279218.4
2024-02-11,Travel,Debit,Travel,-5242.0,-1284460.4
2024-02-12,Dining,Debit,Dining,-5906.0,-1290366.4
2024-02-13,Utilities,Debit,Utilities,-5216.0,-1295582.4
2024-02-14,Travel,Debit,Travel,-3522.0,-1299104.4
2024-02-16,Dining,Debit,Dining,-6929.0,-1306033.4
2024-02-16,Dining,Debit,Dining,-3470.0,-1309503.4
2024-02-16,Medical,Debit,Medical,-1909.0,-1311412.4
2024-02-18,Utilities,Debit,Utilities,-3697.0,-1315109.4
2024-02-18,Dining,Debit,Dining,-2961.0,-1318070.4
2024-02-18,Dining,Debit,Dining,-2584.0,-1320654.4
2024-02-19,Shopping,Debit,Shopping,-4911.0,-1325565.4
2024-02-20,Travel,Debit,Travel,-6932.0,-1332497.4
2024-02-20,Medical,Debit,Medical,-6160.0,-1338657.4
2024-02-20,Utilities,Debit,Utilities,-1309.0,-1339966.4
2024-02-22,Groceries,Debit,Groceries,-6253.0,-1346219.4
2024-02-23,Rent,Debit,Rent,-5982.0,-1352201.4
2024-02-27,Fuel,Debit,Fuel,-827.0,-1353028.4
2024-02-27,Utilities,Debit,Utilities,-2398.0,-1355426.4
2024-02-27,Fuel,Debit,Fuel,-3679.0,-1359105.4
2024-02-28,Fuel,Debit,Fuel,-119.0,-1359224.4
2024-02-29,Shopping,Debit,Shopping,-6104.0,-1365328.4
2024-02-29,Fuel,Debit,Fuel,-1490.0,-1366818.4
2024-02-29,Groceries,Debit,Groceries,-1339.0,-1368157.4
2024-03-01,Salary,Credit,Income,98996.58,-1269160.82
2024-03-02,Dining,Debit,Dining,-4071.0,-1273231.82
2024-03-03,Medical,Debit,Medical,-1734.0,-1274965.82
2024-03-03,Rent,Debit,Rent,-316.0,-1275281.82
2024-03-03,Utilities,Debit,Utilities,-965.0,-1276246.82
2024-03-04,Utilities,Debit,Utilities,-4623.0,-1280869.82
2024-03-04,Shopping,Debit,Shopping,-385.0,-1281254.82
2024-03-05,Fuel,Debit,Fuel,-1320.0,-1282574.82
2024-03-05,Utilities,Debit,Utilities,-4951.0,-1287525.82
2024-03-05,Medical,Debit,Medical,-3446.0,-1290971.82
2024-03-06,Rent,Debit,Rent,-2989.0,-1293960.82
2024-03-06,Shopping,Debit,Shopping,-2138.0,-1296098.82
2024-03-07,Dining,Debit,Dining,-1950.0,-1298048.82
2024-03-08,Utilities,Debit,Utilities,-6462.0,-1304510.82
2024-03-08,Travel,Debit,Travel,-3052.0,-1307562.82
2024-03-09,Shopping,Debit,Shopping,-5189.0,-1312751.82
2024-03-09,Utilities,Debit,Utilities,-4476.0,-1317227.82
2024-03-10,Utilities,Debit,Utilities,-4250.0,-1321477.82
2024-03-12,Rent,Debit,Rent,-365.0,-1321842.82
2024-03-13,Dining,Debit,Dining,-3682.0,-1325524.82
2024-03-13,Dining,Debit,Dining,-1207.0,-1326731.82
2024-03-14,Groceries,Debit,Groceries,-5709.0,-1332440.82
2024-03-14,Medical,Debit,Medical,-1085.0,-1333525.82
2024-03-15,Groceries,Debit,Groceries,-6792.0,-1340317.82
2024-03-17,Shopping,Debit,Shopping,-5299.0,-1345616.82
2024-03-17,Utilities,Debit,Utilities,-485.0,-1346101.82
2024-03-17,Fuel,Debit,Fuel,-6202.0,-1352303.82
2024-03-18,Shopping,Debit,Shopping,-791.0,-1353094.82
2024-03-18,Shopping,Debit,Shopping,-3018.0,-1356112.82
2024-03-18,Utilities,Debit,Utilities,-590.0,-1356702.82
2024-03-19,Medical,Debit,Medical,-4000.0,-1360702.82
2024-03-19,Fuel,Debit,Fuel,-1957.0,-1362659.82
2024-03-20,Rent,Debit,Rent,-1529.0,-1364188.82
2024-03-20,Fuel,Debit,Fuel,-4956.0,-1369144.82
2024-03-20,Utilities,Debit,Utilities,-5173.0,-1374317.82
2024-03-22,Fuel,Debit,Fuel,-5102.0,-1379419.82
2024-03-22,Groceries,Debit,Groceries,-230.0,-1379649.82
2024-03-23,Fuel,Debit,Fuel,-439.0,-1380088.82
2024-03-23,Shopping,Debit,Shopping,-6719.0,-1386807.82
2024-03-23,Utilities,Debit,Utilities,-5840.0,-1392647.82
2024-03-24,Rent,Debit,Rent,-6531.0,-1399178.82
2024-03-24,Medical,Debit,Medical,-5447.0,-1404625.82
2024-03-25,Shopping,Debit,Shopping,-1360.0,-1405985.82
2024-03-27,Dining,Debit,Dining,-1892.0,-1407877.82
2024-03-27,Medical,Debit,Medical,-4304.0,-1412181.82
2024-03-27,Travel,Debit,Travel,-2427.0,-1414608.82
2024-03-30,Dining,Debit,Dining,-1010.0,-1415618.82
2024-03-31,Groceries,Debit,Groceries,-459.0,-1416077.82
2024-03-31,Dining,Debit,Dining,-5742.0,-1421819.82
2024-04-01,Salary,Credit,Income,103946.41,-1317873.41
2024-04-01,Dining,Debit,Dining,-6763.0,-1324636.41
2024-04-02,Fuel,Debit,Fuel,-4376.0,-1329012.41
2024-04-03,Dining,Debit,Dining,-4017.0,-1333029.41
2024-04-03,Shopping,Debit,Shopping,-1087.0,-1334116.41
2024-04-03,Shopping,Debit,Shopping,-4823.0,-1338939.41
2024-04-04,Shopping,Debit,Shopping,-2095.0,-1341034.41
2024-04-04,Groceries,Debit,Groceries,-1340.0,-1342374.41
2024-04-05,Utilities,Debit,Utilities,-3338.0,-1345712.41
2024-04-06,Rent,Debit,Rent,-843.0,-1346555.41
2024-04-06,Utilities,Debit,Utilities,-4527.0,-1351082.41
2024-04-06,Dining,Debit,Dining,-1506.0,-1352588.41
2024-04-07,Shopping,Debit,Shopping,-3351.0,-1355939.41
2024-04-07,Groceries,Debit,Groceries,-2326.0,-1358265.41
2024-04-07,Shopping,Debit,Shopping,-2628.0,-1360893.41
2024-04-08,Medical,Debit,Medical,-5090.0,-1365983.41
2024-04-08,Medical,Debit,Medical,-4093.0,-1370076.41
2024-04-08,Dining,Debit,Dining,-6225.0,-1376301.41
2024-04-09,Shopping,Debit,Shopping,-4404.0,-1380705.41
2024-04-10,Fuel,Debit,Fuel,-5009.0,-1385714.41
2024-04-11,Groceries,Debit,Groceries,-1003.0,-1386717.41
2024-04-12,Dining,Debit,Dining,-197.0,-1386914.41
2024-04-12,Rent,Debit,Rent,-5061.0,-1391975.41
2024-04-14,Fuel,Debit,Fuel,-5812.0,-1397787.41
2024-04-15,Utilities,Debit,Utilities,-1173.0,-1398960.41
2024-04-16,Medical,Debit,Medical,-3678.0,-1402638.41
2024-04-16,Travel,Debit,Travel,-783.0,-1403421.41
2024-04-16,Rent,Debit,Rent,-2025.0,-1405446.41
2024-04-17,Travel,Debit,Travel,-5037.0,-1410483.41
2024-04-17,Rent,Debit,Rent,-4303.0,-1414786.41
2024-04-17,Rent,Debit,Rent,-6010.0,-1420796.41
2024-04-19,Utilities,Debit,Utilities,-6913.0,-1427709.41
2024-04-19,Medical,Debit,Medical,-6547.0,-1434256.41
2024-04-19,Groceries,Debit,Groceries,-6814.0,-1441070.41
2024-04-22,Utilities,Debit,Utilities,-1741.0,-1442811.41
2024-04-23,Fuel,Debit,Fuel,-6897.0,-1449708.41
2024-04-23,Groceries,Debit,Groceries,-2633.0,-1452341.41
2024-04-23,Utilities,Debit,Utilities,-3601.0,-1455942.41
2024-04-24,Travel,Debit,Travel,-4048.0,-1459990.41
2024-04-25,Groceries,Debit,Groceries,-6216.0,-1466206.41
2024-04-25,Travel,Debit,Travel,-1499.0,-1467705.41
2024-04-26,Rent,Debit,Rent,-716.0,-1468421.41
2024-04-30,Dining,Debit,Dining,-2204.0,-1470625.41
2024-05-01,Salary,Credit,Income,109143.73,-1361481.68
2024-05-02,Travel,Debit,Travel,-2537.0,-1364018.68
2024-05-03,Shopping,Debit,Shopping,-354.0,-1364372.68
2024-05-05,Utilities,Debit,Utilities,-2769.0,-1367141.68
2024-05-05,Shopping,Debit,Shopping,-4451.0,-1371592.68
2024-05-06,Medical,Debit,Medical,-2115.0,-1373707.68
2024-05-06,Fuel,Debit,Fuel,-2133.0,-1375840.68
2024-05-07,Shopping,Debit,Shopping,-136.0,-1375976.68
2024-05-07,Shopping,Debit,Shopping,-2621.0,-1378597.68
2024-05-10,Rent,Debit,Rent,-6261.0,-1384858.68
2024-05-10,Dining,Debit,Dining,-917.0,-1385775.68
2024-05-10,Dining,Debit,Dining,-4093.0,-1389868.68
2024-05-11,Groceries,Debit,Groceries,-4649.0,-1394517.68
2024-05-11,Shopping,Debit,Shopping,-5663.0,-1400180.68
2024-05-12,Shopping,Debit,Shopping,-6641.0,-1406821.68
2024-05-12,Travel,Debit,Travel,-3945.0,-1410766.68
2024-05-12,Utilities,Debit,Utilities,-6960.0,-1417726.68
2024-05-13,Groceries,Debit,Groceries,-4296.0,-1422022.68
2024-05-15,Groceries,Debit,Groceries,-5851.0,-1427873.68
2024-05-16,Utilities,Debit,Utilities,-1742.0,-1429615.68
2024-05-16,Shopping,Debit,Shopping,-3427.0,-1433042.68
2024-05-16,Medical,Debit,Medical,-4568.0,-1437610.68
2024-05-17,Dining,Debit,Dining,-238.0,-1437848.68
2024-05-17,Medical,Debit,Medical,-1443.0,-1439291.68
2024-05-18,Groceries,Debit,Groceries,-2345.0,-1441636.68
2024-05-20,Medical,Debit,Medical,-6200.0,-1447836.68
2024-05-20,Medical,Debit,Medical,-983.0,-1448819.68
2024-05-21,Rent,Debit,Rent,-596.0,-1449415.68
2024-05-21,Utilities,Debit,Utilities,-5448.0,-1454863.68
2024-05-22,Groceries,Debit,Groceries,-6426.0,-1461289.68
2024-05-22,Travel,Debit,Travel,-1083.0,-1462372.68
2024-05-22,Dining,Debit,Dining,-3587.0,-1465959.68
2024-05-23,Groceries,Debit,Groceries,-4477.0,-1470436.68
2024-05-23,Utilities,Debit,Utilities,-3235.0,-1473671.68
2024-05-24,Travel,Debit,Travel,-2338.0,-1476009.68
2024-05-24,Travel,Debit,Travel,-4209.0,-1480218.68
2024-05-25,Groceries,Debit,Groceries,-5877.0,-1486095.68
2024-05-25,Rent,Debit,Rent,-4604.0,-1490699.68
2024-05-25,Fuel,Debit,Fuel,-6607.0,-1497306.68
2024-05-26,Dining,Debit,Dining,-1521.0,-1498827.68
2024-05-26,Rent,Debit,Rent,-515.0,-1499342.68
2024-05-27,Rent,Debit,Rent,-4258.0,-1503600.68
2024-05-27,Groceries,Debit,Groceries,-3580.0,-1507180.68
2024-05-27,Travel,Debit,Travel,-2053.0,-1509233.68
2024-05-28,Shopping,Debit,Shopping,-4523.0,-1513756.68
2024-05-29,Utilities,Debit,Utilities,-4885.0,-1518641.68
2024-05-29,Utilities,Debit,Utilities,-6143.0,-1524784.68
2024-05-29,Shopping,Debit,Shopping,-2513.0,-1527297.68
2024-05-30,Groceries,Debit,Groceries,-6082.0,-1533379.68
2024-05-31,Rent,Debit,Rent,-3604.0,-1536983.68
2024-05-31,Utilities,Debit,Utilities,-1455.0,-1538438.68
2024-06-01,Salary,Credit,Income,114600.92,-1423837.77
2024-06-01,Fuel,Debit,Fuel,-1502.0,-1425339.77
2024-06-01,Utilities,Debit,Utilities,-4017.0,-1429356.77
2024-06-03,Fuel,Debit,Fuel,-5565.0,-1434921.77
2024-06-03,Dining,Debit,Dining,-2075.0,-1436996.77
2024-06-05,Medical,Debit,Medical,-4036.0,-1441032.77
2024-06-05,Utilities,Debit,Utilities,-6310.0,-1447342.77
2024-06-07,Rent,Debit,Rent,-4823.0,-1452165.77
2024-06-08,Utilities,Debit,Utilities,-3375.0,-1455540.77
2024-06-09,Travel,Debit,Travel,-6857.0,-1462397.77
2024-06-09,Rent,Debit,Rent,-2981.0,-1465378.77
2024-06-09,Dining,Debit,Dining,-4504.0,-1469882.77
2024-06-10,Travel,Debit,Travel,-177.0,-1470059.77
2024-06-11,Dining,Debit,Dining,-1115.0,-1471174.77
2024-06-11,Travel,Debit,Travel,-4180.0,-1475354.77
2024-06-12,Utilities,Debit,Utilities,-6494.0,-1481848.77
2024-06-12,Travel,Debit,Travel,-128.0,-1481976.77
2024-06-12,Dining,Debit,Dining,-315.0,-1482291.77
2024-06-13,Groceries,Debit,Groceries,-6136.0,-1488427.77
2024-06-13,Shopping,Debit,Shopping,-1633.0,-1490060.77
2024-06-13,Utilities,Debit,Utilities,-6343.0,-1496403.77
2024-06-14,Fuel,Debit,Fuel,-5793.0,-1502196.77
2024-06-14,Fuel,Debit,Fuel,-2388.0,-1504584.77
2024-06-14,Fuel,Debit,Fuel,-4750.0,-1509334.77
2024-06-15,Dining,Debit,Dining,-3267.0,-1512601.77
2024-06-15,Travel,Debit,Travel,-4820.0,-1517421.77
2024-06-16,Shopping,Debit,Shopping,-4039.0,-1521460.77
2024-06-16,Travel,Debit,Travel,-5587.0,-1527047.77
2024-06-17,Medical,Debit,Medical,-839.0,-1527886.77
2024-06-17,Medical,Debit,Medical,-213.0,-1528099.77
2024-06-17,Medical,Debit,Medical,-4122.0,-1532221.77
2024-06-18,Groceries,Debit,Groceries,-2276.0,-1534497.77
2024-06-20,Utilities,Debit,Utilities,-6480.0,-1540977.77
2024-06-20,Medical,Debit,Medical,-4435.0,-1545412.77
2024-06-20,Fuel,Debit,Fuel,-662.0,-1546074.77
2024-06-21,Rent,Debit,Rent,-4267.0,-1550341.77
2024-06-21,Utilities,Debit,Utilities,-1535.0,-1551876.77
2024-06-21,Rent,Debit,Rent,-5577.0,-1557453.77
2024-06-22,Travel,Debit,Travel,-5623.0,-1563076.77
2024-06-24,Shopping,Debit,Shopping,-4504.0,-1567580.77
2024-06-24,Groceries,Debit,Groceries,-678.0,-1568258.77
2024-06-24,Rent,Debit,Rent,-3905.0,-1572163.77
2024-06-25,Dining,Debit,Dining,-6675.0,-1578838.77
2024-06-25,Fuel,Debit,Fuel,-6839.0,-1585677.77
2024-06-25,Rent,Debit,Rent,-3414.0,-1589091.77
2024-06-26,Rent,Debit,Rent,-4364.0,-1593455.77
2024-06-27,Rent,Debit,Rent,-6020.0,-1599475.77
2024-06-27,Travel,Debit,Travel,-6650.0,-1606125.77
2024-06-27,Medical,Debit,Medical,-2058.0,-1608183.77
2024-06-28,Medical,Debit,Medical,-1709.0,-1609892.77
2024-06-28,Groceries,Debit,Groceries,-6277.0,-1616169.77
2024-06-28,Fuel,Debit,Fuel,-5184.0,-1621353.77
2024-06-30,Shopping,Debit,Shopping,-1595.0,-1622948.77
2024-06-30,Dining,Debit,Dining,-3406.0,-1626354.77
